State,ST,County,Republicans 2016,Democrats 2016,Green 2016,Libertarians 2016,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Child.Poverty.living.in.families.below.the.poverty.line,White,Black,Hispanic,Asian,Amerindian,Other,Median Age,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality
Tennessee,TN,"Robertson County, Tennessee",71.71437024,24.53220916,0.595370165,2.651431107,18.9,81.1,14.2,4.3,73.3,28942.81048,22.2,9.3,64902,47.7,11.9,16.65,84.4,7.85,6.15,0.25,0.3,1.1,37,3.2,2.1,0.08,57.7,0.336,0.239,0.329,0.107,311.4,163.7,0.177,0.071,479.71,6.82,78.7,6.1
Georgia,GA,"Union County, Georgia",81.80912036,16.29703464,,1.893845004,17.1,82.9,21.6,8.2,76.3,23450.56222,14.6,10.75,21027,50.7,13.65,12.4,95.5,0.75,1.85,0.4,0.3,1.2,49.2,3,2.2,0.08,49.9,0.178,0.13,0.266,0.139,85.2,48.5,0.234,0.074,60.47,,94.9,
Texas,TX,"Hamilton County, Texas",84.6771959,13.27237462,0.277085065,1.773344417,17.4,82.6,23.4,6.9,75.25,25093.15873,13.85,9.1,8284,38.6,12.25,14.15,89,0.2,9.8,0.25,0.2,0.6,45.5,,,0.06,49,0.234,,0.291,0.12,165.3,109.2,0.267,0.054,264.54,,106.2,
Illinois,IL,"Moultrie County, Illinois",71.71847318,23.77194395,0.692543083,3.817039781,16.2,83.8,13.8,4.7,70.3,27750.60921,15.95,6.8,14595,25,11.5,17.9,97.6,0.25,0.85,0.55,0.1,0.65,41.3,5.3,,0.06,30.7,0.181,,0.297,0.095,195.6,,0.124,0.072,109.88,,62.5,
California,CA,"Mono County, California",40.35700427,52.3088863,2.677532014,4.21032208,12.6,87.4,29.9,11.3,65.35,23911.99905,9.05,3.25,13563,51.1,13.15,15.8,69.3,0.6,24.7,1.05,2.1,2.25,36.5,,3.1,0.08,27.1,0.22,,0.208,0.066,174.7,58.5,0.234,0.105,380.26,,33.1,
Hawaii,HI,"Honolulu County, Hawaii",31.60706097,61.47863191,2.263697875,3.662101,10.1,89.9,31.1,10.6,73.3,32640.27651,11.6,7.45,927885,56.1,8.85,11.15,20.15,2.5,8,42.7,0.2,26.45,37.5,2.8,2.7,0.08,33,0.278,0.146,0.218,0.089,497.5,200.7,0.073,0.052,264,2,45.7,6.7
Pennsylvania,PA,"Schuylkill County, Pennsylvania",70.01912351,26.65179283,0.713944223,2.24063745,16.4,83.6,13.6,5.1,74.7,27057.98349,19.65,10.5,147579,42.2,11.95,16.75,93.7,2.5,2.4,0.55,0.05,0.8,42.6,3.5,3.6,0.08,32.6,0.318,0.246,0.33,0.107,145.7,102.5,0.123,0.094,204.09,2.51,77.9,5.7
South Carolina,SC,"Edgefield County, South Carolina",58.75987633,38.5692202,0.300583992,1.305393336,21.7,78.3,16.3,5.1,71.5,25363.24508,36.25,16.85,26227,43,19.85,31.45,56.35,38.3,4,0.3,0.1,0.85,40.1,3.5,3.4,0.1,34.3,0.402,0.204,0.357,0.127,397.5,469.1,0.189,0.091,194.79,6.47,57,
South Carolina,SC,"Marion County, South Carolina",38.22184708,59.94232257,0.457199128,0.724484772,21.3,78.7,12.9,3.9,71.05,21102.82064,43.25,18.4,33542,43,24.6,35.1,40.4,55.5,2.8,0.3,0.25,0.7,39.1,4.3,3.5,0.13,72,0.605,0.2,0.388,0.154,1001.6,523.4,0.207,0.181,889.76,11.4,94.1,13.7
South Carolina,SC,"Darlington County, South Carolina",50.52301255,46.78769065,0.448778513,1.299095694,23.1,76.9,15.9,5.3,79.5,25461.45397,32.05,15.2,67726,59,19.65,29.8,55.35,41.4,1.55,0.3,0.2,1.2,38.7,5.1,3.9,0.13,58.3,0.443,0.236,0.357,0.147,881.4,356.1,0.186,0.107,899.17,11.68,86.3,10.4
Illinois,IL,"Mercer County, Illinois",57.02744446,36.36687656,0.974218843,5.63146014,11.3,88.7,14.5,4.4,79.2,29439.23111,12.65,6.25,16437,65.3,8.45,13.5,96.7,0.35,1.8,0.35,0.2,0.65,43,2.4,,0.06,35.6,0.322,0.322,0.324,0.099,146.7,33.5,0.109,0.082,225.9,,60.4,
West Virginia,WV,"Doddridge County, West Virginia",83.0502477,12.7388535,1.309271054,2.264685067,26.1,73.9,8,1.6,72.4,20491.64381,52.25,20.95,7720,18.8,24.75,36.2,96.85,0.7,0.55,0.1,0.15,1.7,41.8,3.7,3.8,0.1,34.8,0.46,0.281,0.351,0.126,134.6,,0.207,0.071,,,72.2,
Montana,MT,"Hill County, Montana",54.11432161,36.90326633,1.853015075,6.799623116,8.6,91.4,20.4,6.3,76.4,23438.99619,26,9.65,16265,41.7,17.1,23.55,73.65,0.35,2.35,0.5,20.2,3,35.6,3.8,3.7,0.06,66.4,0.323,0.302,0.327,0.082,1164.8,,0.23,0.055,541.41,,112.5,
New Hampshire,NH,"Grafton County, New Hampshire",37.93275466,56.88915494,1.153347301,3.924972563,9.1,90.9,35.3,15.7,81.3,27204.76413,13.8,11.25,87372,39.4,9.65,9.85,93.2,0.85,1.65,2.55,0.35,1.35,40.4,3.2,3.4,0.07,14,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044,166.72,1.63,55,5.2
Ohio,OH,"Clark County, Ohio",57.54948004,38.01744381,0.825226434,3.071117075,15.2,84.8,16.2,6,76.95,25463.39619,30.15,7.6,139376,45.8,15.35,24.2,86,8.65,2.3,0.6,0.25,2.25,40.2,3.9,3.6,0.08,53.7,0.387,0.278,0.332,0.125,319.6,107.8,0.137,0.073,341.89,5.31,66.1,6.8
Oklahoma,OK,"Cotton County, Oklahoma",78.93927748,16.29515757,,4.76556495,17.5,82.5,18.6,4.7,76.95,27352.47524,20,17.75,6272,45.6,14.1,16.4,79.5,2.55,5.9,0.6,7.25,4.2,38.9,4.7,,0.08,61.8,0.34,0.31,0.34,0.125,178,,0.208,0.047,128.49,,86.7,
Florida,FL,"Osceola County, Florida",35.89915774,60.92755445,0.713668284,2.007415292,15.6,84.4,18.3,5.3,74.5,25790.49016,19.4,10.05,261712,40.6,13.3,18.85,43.1,9.05,43.05,2.7,0.2,1.9,35.2,4.2,3.5,0.08,42.8,0.384,0.213,0.29,0.095,382,349.4,0.264,0.093,598.47,5.13,50.8,8
Wisconsin,WI,"Rusk County, Wisconsin",64.93100014,30.88632807,0.796699388,2.688860435,14.7,85.3,14.8,3.9,70,24576.52159,31.1,12.45,14613,36.4,16.25,25.1,96.8,0.55,1.1,0.25,0.55,0.8,45.1,2.4,1.7,0.07,31.4,0.276,0.158,0.301,0.092,246.2,,0.113,0.091,118.58,,65.9,
Alabama,AL,"Montgomery County, Alabama",35.87531193,62.03633211,0.517066362,1.571289599,15.3,84.7,30.5,12.3,76.15,26278.64921,33.65,11.15,226866,46.4,18.35,28.05,40.55,53.6,2.75,1.75,0.2,1.1,34.6,4,3.8,0.12,55.4,0.49,0.192,0.353,0.143,1277.4,755.5,0.165,0.077,380,14.06,58.7,10.1
Georgia,GA,"Douglas County, Georgia",43.23716552,53.98936634,,2.773468143,13.6,86.4,23.7,7.7,77.55,32897.63492,15.95,9.5,127530,56.6,11.1,15,53.3,35.95,7.1,1.5,0.25,1.8,34.5,3.2,3.5,0.1,39.9,0.355,0.148,0.346,0.116,571.4,150.5,0.206,0.092,291.54,4.77,53.7,7.2
Massachusetts,MA,"Essex County, Massachusetts",35.99856436,58.49603871,1.226936779,4.278460148,11.8,88.2,36.1,14.4,81,36296.42381,13.7,9.5,739024,58.9,10.05,13.4,77.45,2.6,15.35,3.05,0.1,1.4,40,3,3.2,0.08,23.3,0.32,0.141,0.235,0.09,329.7,235,0.054,0.071,359.81,2.12,44.8,4.6
Texas,TX,"Howard County, Texas",76.33456052,20.34054303,0.644270594,2.680625863,29.2,70.8,10.1,3.4,68.65,22217.46476,38.7,9.85,33668,38.4,19.2,25.95,52.75,4.7,39.7,0.75,0.4,1.65,38.3,4.6,,0.1,86.1,0.455,,0.323,0.106,566.6,204.2,0.231,0.061,576.37,4.2,71.7,8.9
Oregon,OR,"Benton County, Oregon",28.58898128,62.38014788,3.352568181,5.678302653,5.8,94.2,47.9,22.5,83.8,19454.01778,15.95,5.35,83343,56.2,19.1,13.2,84.05,0.95,6.2,5,0.8,2.95,32,3.3,2.9,0.06,8.9,0.256,0.108,0.224,0.065,356.1,59.6,0.149,0.061,129.83,,39,
Alabama,AL,"Choctaw County, Alabama",56.43918547,42.77655476,0.08255366,0.701706109,28.9,71.1,10.9,4.1,78.8,22625.57683,21.95,20.6,14044,56.9,20.75,28.1,55.25,43.35,0.55,0.1,0.05,0.65,43.2,5.6,4.6,0.12,45.8,0.457,0.199,0.389,0.173,462.9,258,0.176,0.09,111.71,,80.7,
Colorado,CO,"Saguache County, Colorado",40.9678611,49.68599926,4.506834134,3.140007388,23.9,76.1,19.4,8.3,70.85,18109.64476,39.95,16.55,6518,54.4,25.7,35.45,53.25,0.15,43.6,0.6,0.95,1.45,42.4,4.8,3.1,0.11,54.8,0.409,0.152,0.23,0.055,160.6,152.6,0.314,0.104,240.73,,100.7,
Tennessee,TN,"Greene County, Tennessee",78.91532928,17.92601422,0.64279937,2.039078796,23.4,76.6,14,5.6,65.3,22902.98921,29.75,14.95,67264,29.2,19.45,25.85,94.1,2.05,2.35,0.35,0.2,1,41.8,5.5,4.1,0.09,48.8,0.353,0.286,0.354,0.135,174.5,73.3,0.182,0.109,372.68,4.23,88.9,5.9
Oklahoma,OK,"Pushmataha County, Oklahoma",79.87954495,16.68525541,,3.435199643,19.6,80.4,11.6,3.8,73,17590.94794,48.7,14.05,11595,45.6,26.05,38.45,74.7,0.45,2.45,0.35,12.8,9.2,43.7,6.7,5.1,0.09,70.4,0.512,0.389,0.314,0.14,156.8,,0.274,0.06,248.18,,125.2,
South Dakota,SD,"Union County, South Dakota",66.9791007,28.20772641,,3.951868271,7.7,92.3,29.1,9.8,80.45,31345.26857,8.2,10.55,14173,50.1,4.85,4.05,94,0.55,2.1,1.75,0.4,1.15,40.1,2,1.7,0.08,19.5,0.19,0.149,0.301,0.073,136.5,,0.077,0.047,23.4,,59.1,
Michigan,MI,"Wayne County, Michigan",29.51937585,66.77954736,1.001225095,2.42272229,16.8,83.2,20.2,7.7,78.55,27723.06095,32.75,11.65,1899290,48.2,21.4,31.25,49.95,40.4,5.05,2.5,0.25,1.8,36.5,3.8,4,0.11,45.4,0.471,0.209,0.343,0.132,1098.7,451,0.166,0.117,1122.41,20.58,73,11
Virginia,VA,"Gloucester County, Virginia",67.03032166,27.65314485,0.686334767,3.539233764,14.7,85.3,19.2,6.3,71.3,31200.10826,16.6,8.05,37543,31.4,9.65,13.25,85.35,9.25,2.45,0.85,0.45,1.65,41.9,3.2,3.8,0.07,25.2,0.283,0.193,0.31,0.12,184.3,111.5,0.15,0.054,74.95,,64.5,
Wisconsin,WI,"Green Lake County, Wisconsin",66.66666667,28.98550725,0.794417606,2.941492217,13,87,16.5,5,76.6,26794.07207,25.3,7.5,18848,26.8,9.2,17.55,94.8,0.5,3.4,0.45,0.25,0.5,43.6,4.1,3.8,0.05,25.9,0.24,0.19,0.296,0.1,157.1,51.1,0.111,0.076,34.05,,80.6,
Arkansas,AR,"Desha County, Arkansas",45.03762935,52.37535278,0.094073377,1.03480715,27.5,72.5,13.6,3.7,75.95,21728.94318,47.65,23,13372,73.5,28.8,41.55,46.95,47.3,4.3,0.15,0.4,0.9,38.3,4.8,4.2,0.16,88.6,0.479,0.239,0.369,0.137,1049.9,120.2,0.203,0.105,883.71,19.99,82.4,
Arkansas,AR,"Chicot County, Arkansas",41.09195402,56.27394636,0.359195402,0.838122605,30.7,69.3,12.6,4.8,71.9,18959.64413,71.6,24.15,12039,74.2,35.95,50.5,40.35,53.6,4.5,0.3,0.1,1.1,41.9,7.2,3.9,0.13,75.2,0.544,0.362,0.368,0.152,895.8,252.1,0.217,0.104,653.54,19.74,107.4,
Kentucky,KY,"Barren County, Kentucky",72.94811448,23.12936212,0.503165071,2.461721582,23,77,15,6.1,74.9,24506.15048,34.75,21,41563,47.5,19.35,28.9,92.3,3.9,2,0.55,0.1,1.1,40.2,4.2,4,0.09,61.2,0.282,0.264,0.314,0.135,298.1,56.4,0.175,0.081,105.79,3.81,75.8,7.5
Alaska,AK,"Lake and Peninsula Borough, Alaska",,,,,22,78,13.5,5.8,79.05,19915.81461,33.45,20.65,1515,61.9,21.75,24.85,26.6,0.6,2.15,0.85,60.25,9.55,18,2.8,2.6,,52,0.349,0.252,0.315,0.084,1199,,0.359,0.075,,,320.9,
Minnesota,MN,"Freeborn County, Minnesota",55.29537322,37.92454015,1.060958001,3.207985435,14.2,85.8,13.8,4.1,75.1,24945.61397,12.25,8.9,31233,41,9.3,11.5,89.65,0.65,8.05,0.7,0.15,0.75,44.1,3.6,3.9,0.06,41.9,0.374,0.186,0.306,0.099,234.2,26.4,0.109,0.059,123.98,,56.7,
Kansas,KS,"Wallace County, Kansas",91.27086008,5.776636714,1.026957638,1.925545571,13,87,23.4,5,79.95,24841.25937,4.35,7.25,1514,21.1,15.25,23.3,91.6,0.05,6.85,0.05,1.05,0.45,48.2,,,,,0.036,,0.315,0.113,,,0.16,0.039,66.93,,,
Massachusetts,MA,"Hampden County, Massachusetts",39.07202078,55.09589452,1.705623814,4.126460893,16.8,83.2,23.8,8.8,77.9,30698.6508,29.9,11.15,465830,51.4,16.9,26,69.2,7.7,19.7,1.8,0.15,1.45,38.3,3.8,3.9,0.09,40.7,0.454,0.188,0.292,0.105,610.8,440.6,0.057,0.085,670.46,4.83,46.9,6.6
Oklahoma,OK,"Harmon County, Oklahoma",73.23076923,22.97435897,,3.794871795,28.4,71.6,15.5,2.6,63.75,19905.80413,50.1,15.65,2899,15.6,27.55,46.35,61.25,8.65,26.05,0.2,1.85,2,42.6,,,0.07,81.3,0.395,,0.34,0.128,137,,0.268,0.043,184.1,,,
Virginia,VA,"Portsmouth city, Virginia",29.70465116,66.19069767,0.790697674,2.544186047,18.3,81.7,18.7,6.4,67.2,26713.20921,31.7,11.85,98104,52.6,15.2,25.75,41.55,51.85,2.8,1,0.4,2.45,35.3,3.8,4.4,0.11,68.6,0.569,0.23,0.401,0.138,1248.9,776.9,0.155,0.083,642.95,15.61,64.5,12.5
New Mexico,NM,"Santa Fe County, New Mexico",20.1744913,70.98442651,2.019154257,6.128509719,13.7,86.3,40,19,74.1,26079.09905,24.1,8.25,143835,40.4,13.9,20.2,43.95,0.7,50.45,1.1,2.45,1.35,42.2,3.3,3.5,0.09,47.9,0.376,0.163,0.138,0.045,359.1,271.4,0.247,0.055,387.9,5.09,89.4,4.7
Michigan,MI,"Dickinson County, Michigan",65.29680365,29.85540335,0.936073059,3.424657534,7.8,92.2,17.9,5.7,81.05,22998.22032,27.05,8.35,26585,53.5,10.7,13.8,96.7,0.25,0.95,0.5,0.35,1.2,44.6,3.8,2.9,0.07,28,0.241,0.275,0.298,0.108,179.5,,0.118,0.077,,,69.2,
Iowa,IA,"Guthrie County, Iowa",63.7247966,30.42094093,0.318358684,4.527767952,8.8,91.2,18.9,3.7,80.85,28543.82476,5.65,7.55,10993,57.7,7.6,10.35,96.7,0.15,1.9,0.3,0.15,0.7,44.2,2.5,1.5,0.07,17.2,0.262,0.09,0.328,0.09,137.6,,0.106,0.057,13.69,,67,
Illinois,IL,"Logan County, Illinois",67.32893652,27.2135202,1.063478978,4.394064303,14.6,85.4,17,4.8,82.4,26026.23492,22.3,5.1,30123,52.3,10.25,16.25,86.7,9.2,2.4,0.45,0.15,1,39.2,4.8,4.1,0.08,32.6,0.376,0.283,0.325,0.1,368.3,386.5,0.108,0.08,346.53,,55.8,
Arizona,AZ,"Yavapai County, Arizona",63.44255227,32.0165984,1.233024359,3.307824962,10.6,89.4,23.7,9.1,72.25,24683.16572,23.45,6.7,210199,30.8,13.2,19.1,82.45,0.55,13.1,0.75,1.45,1.75,48.1,4.2,4.1,0.07,48.7,0.327,0.193,0.234,0.093,145.8,86.3,0.191,0.086,331.39,3.57,98.2,5.7
Georgia,GA,"Lamar County, Georgia",68.42244224,29.92739274,,1.650165017,23.8,76.2,9.7,3.8,73.4,22100.66508,35.5,17.6,17663,26.5,20.7,28.25,66.8,30,1.75,0.2,0.2,1.05,37.7,,,0.11,36.6,0.31,,0.332,0.118,593.6,120.3,0.21,0.106,462.87,,70.7,
Kansas,KS,"Jackson County, Kansas",67.88894709,25.99965078,2.427099703,3.684302427,7.8,92.2,17.7,4.9,79.5,27482.02699,18,12.05,13404,54.6,10.05,12.45,86.7,0.85,3.1,0.2,6.4,2.75,40.8,4,3.1,0.07,37.9,0.273,0.269,0.357,0.108,282.9,,0.144,0.064,251.63,,74.9,
Ohio,OH,"Miami County, Ohio",70.5520042,24.93248101,0.592612742,3.481842734,12.5,87.5,20,6.9,75.75,29311.36762,15.3,4.7,101744,41.9,8.95,13.15,93.85,2.1,1.2,1.15,0.15,1.6,40.1,4.1,3.6,0.08,36.9,0.302,0.177,0.309,0.105,182.8,69,0.13,0.07,60.46,1.82,54.1,5.5
South Dakota,SD,"Harding County, South Dakota",90.24707412,4.941482445,,4.031209363,9.7,90.3,34.3,7.4,78.25,21030.63905,25.05,13.3,1230,0,16.5,22.2,94.7,0.05,2.15,0.05,0.8,2.2,46,1.7,,,,0.147,,0.312,0.088,,,0.19,0.036,27.38,,,
Nebraska,NE,"Jefferson County, Nebraska",69.59183673,24.22740525,0.874635569,5.306122449,10.3,89.7,14.7,5.3,84.7,22059.79969,28.6,14.05,7524,68.7,12.3,19.95,96.35,0.1,2.2,0.1,0.5,0.7,46.1,3.3,3.3,0.07,31.3,0.314,0.167,0.322,0.097,146.3,,0.132,0.036,27.56,,72.6,
Florida,FL,"Pinellas County, Florida",48.57299805,47.47049967,0.934855143,2.767537435,11.9,88.1,27.1,9.1,76.4,29525.98635,20.75,9.05,915772,49.5,11.85,17.2,77.8,9.9,7.4,2.9,0.2,1.7,45.6,3.7,4,0.09,36.8,0.407,0.2,0.238,0.11,421.6,422.9,0.23,0.085,676.14,5.47,91,7.7
Oregon,OR,"Wallowa County, Oregon",67.63227197,26.26286809,1.963131434,4.141728513,7.2,92.8,21.1,7,73.9,22886.32603,22.6,10.1,6918,46,11.8,15.25,94.8,0.2,2.25,0.4,0.4,1.9,50,3.1,1.5,0.08,16.2,0.369,0.132,0.254,0.098,,,0.189,0.102,24.05,,86.8,
Texas,TX,"Loving County, Texas",89.0625,6.25,3.125,1.5625,3.85,46.15,8.95,3.85,100,44496.6073,0,0,81,,0,0,76.7,0,11,0,12.35,0,36.9,,,,,,,0.299,0.11,,,0.21,0.093,0,,,
Idaho,ID,"Minidoka County, Idaho",71.13537118,16.98689956,0.596797671,3.013100437,25.1,74.9,9.4,3,71.9,21954.40953,19.95,8.5,19434,15.9,13.25,20.1,66.2,0.1,31.05,0.3,0.65,1.65,35.8,4,3.7,0.08,61.5,0.257,0.152,0.301,0.118,233.2,,0.247,0.061,153.13,,75.8,
Illinois,IL,"Kane County, Illinois",42.42222222,51.36382429,1.465116279,4.748837209,16.8,83.2,31.8,10.9,78.2,32764.90857,15.25,6.25,504820,46.6,8.95,13.2,60.85,5.35,29.2,3.2,0.1,1.25,34.2,3.1,3,0.07,37.8,0.258,0.145,0.269,0.08,288.1,120.9,0.15,0.088,215.01,2.55,31.6,5.6
New York,NY,"Rensselaer County, New York",48.38993196,45.51984362,1.910866633,4.179357791,10.8,89.2,26.7,11.8,78.7,31053.14921,22.95,8.85,157236,55.2,11.4,16.85,86.8,5.15,3.3,2.1,0.2,2.4,39.1,3.6,3.6,0.07,26.6,0.349,0.186,0.264,0.1,337.5,180,0.098,0.079,325.84,1.9,41.5,7.3
Minnesota,MN,"Grant County, Minnesota",59.74514915,31.97219809,0.781928758,4.604691573,14.2,85.8,18.1,4.6,72.05,24523.92508,17,15.05,5991,26.6,12.4,15.2,96.95,0.3,1.45,0.2,0.35,0.75,45.8,,,0.05,20.6,0.336,,0.272,0.088,66.8,,0.112,0.063,60.87,,82.2,
Wisconsin,WI,"Lafayette County, Wisconsin",52.31518022,43.25177585,0.644567219,3.130755064,11.9,88.1,15.9,4.2,73.45,26507.46508,17.25,10.35,16359,28,8.8,10.95,96.5,0.3,2.25,0.2,0.2,0.55,41.1,2.5,2.2,0.06,18.3,0.256,0.079,0.303,0.088,113,,0.134,0.056,32.7,,87,
Virginia,VA,"Culpeper County, Virginia",60.40204645,35.0613483,0.796848825,2.644089283,17.4,82.6,21.6,8,73.25,33178.78603,4.9,6.85,45806,39.7,6.7,7.75,72.5,15.55,8.1,1.35,0.25,2.3,37.1,3.2,3.8,0.08,38.3,0.275,0.151,0.33,0.1,353.9,170.5,0.17,0.064,203.03,,58.6,6.6
North Carolina,NC,"Martin County, North Carolina",49.56125548,49.05501181,,1.383732703,21.4,78.6,12.2,3.8,79.25,21971.09619,46.45,17.8,24102,45.3,23.65,35.95,51.9,42.9,3.1,0.15,0.4,1.55,43.1,4.8,,0.13,58.5,0.406,0.118,0.339,0.152,641,329.1,0.18,0.113,503.22,8.15,77.6,12.5
New York,NY,"Oswego County, New York",58.63288156,35.38824169,1.500385295,4.478491456,13.7,86.3,15.7,6.1,80.65,25264.14159,28.25,8.25,121848,39.6,15.3,20.5,95.35,0.8,1.85,0.65,0.35,1.05,38,3.9,3.5,0.07,28.6,0.351,0.297,0.339,0.101,175.1,84.5,0.109,0.106,149.89,1.98,49.6,7.1
Colorado,CO,"Phillips County, Colorado",76.80102916,18.69639794,0.38593482,2.572898799,14.7,85.3,16,5.3,71.8,24790.03175,20.1,6.35,4460,42,9.95,11.35,77.45,0.25,20.7,0.5,0.3,0.8,40.9,,2.7,0.06,44.7,0.263,0.116,0.226,0.076,181.9,,0.229,0.049,66.93,,,
Kentucky,KY,"McLean County, Kentucky",74.04730618,21.63819536,0.328515112,3.00043802,22.7,77.3,9.7,5.3,76.3,27659.20667,35.45,11.9,9610,56.3,16.85,27.4,97,0.4,1.3,0.6,0.15,0.55,41,4.3,3.9,0.1,53.8,0.35,0.247,0.324,0.126,188.9,,0.173,0.081,27.79,,118.3,
Tennessee,TN,"Bradley County, Tennessee",77.51875391,18.41529485,0.546988956,2.859970827,20,80,19.2,7.5,75.15,24270.07588,22.8,11.05,97073,29.6,15.45,19.75,89.25,4.25,4.1,0.75,0.3,1.35,37.7,4.5,4.5,0.09,47.5,0.288,0.255,0.299,0.129,349.8,138.1,0.183,0.074,665.3,3.43,72,9.2
Michigan,MI,"Mason County, Michigan",58.02292264,36.02810752,1.289398281,4.100150089,11.9,88.1,19.4,6.7,76.1,21415.21429,25.2,8.2,28690,41.9,15.25,22.75,92.95,0.55,3.8,0.4,0.85,1.5,44.5,4.5,3.7,0.08,35.5,0.333,0.234,0.323,0.119,122,40.1,0.147,0.09,245.06,,52.2,
Tennessee,TN,"Carroll County, Tennessee",74.81854253,22.48137037,0.367753799,1.751669409,22.6,77.4,15.5,5.3,73.5,23793.29588,30.45,14.75,28604,46.2,20.15,28,85.8,10.5,1.85,0.2,0.4,1.2,41.1,4.7,4.3,0.1,56.2,0.365,0.246,0.353,0.136,383,99.5,0.161,0.109,280.15,7.46,123.6,11.3
Alabama,AL,"Covington County, Alabama",83.58831711,15.03982804,0.227588823,1.144266026,23.5,76.5,13.1,4.8,73.6,21645.97937,34.95,12.45,37226,46.2,18.55,28.5,84.25,12.45,1.2,0.4,0.55,1.15,42.1,4.2,5.2,0.1,69.2,0.394,0.287,0.338,0.137,449.3,130.4,0.177,0.075,311.85,4.2,83,8.5
Pennsylvania,PA,"Somerset County, Pennsylvania",76.53792331,20.61852785,0.464595578,1.891967534,17.1,82.9,14.3,5.2,73.25,22913.22349,23.25,10.75,77726,36.2,12.7,19.7,95.65,2.35,1.05,0.3,0.05,0.55,43.7,4.1,4,0.07,23.4,0.229,0.216,0.313,0.105,108.5,122.6,0.139,0.088,141.03,2.18,76.9,5.7
Pennsylvania,PA,"Potter County, Pennsylvania",80.32660409,16.71595731,0.437186576,2.121640736,14.5,85.5,12.4,4,72.9,24572.54317,31.2,10.7,17299,36.5,15.1,24.85,97.05,0.4,0.95,0.45,0.3,0.85,43.9,4.8,3,0.08,37.5,0.287,0.179,0.315,0.111,217.7,,0.137,0.091,157.03,,78.5,
Texas,TX,"San Augustine County, Texas",73.53353915,25.45607634,0.168397418,0.84198709,28.6,71.4,11.9,5.7,76.4,23492.10826,35.4,27.8,8779,60,26.8,40.8,68.7,24.15,5.65,0.15,0.1,1.15,46.3,,,0.1,79.1,0.514,,0.291,0.136,428.2,130.5,0.264,0.105,302.33,,117.7,
Georgia,GA,"Dade County, Georgia",80.9073421,15.46970183,,3.622956076,20.9,79.1,16.8,5.2,77.85,20585.0781,29.5,12,16351,46.2,15.45,24.4,94.95,0.8,1.7,0.7,0.3,1.6,38.7,4.4,5.5,0.09,35.5,0.33,0.196,0.309,0.115,96.6,93,0.19,0.075,318.13,,79.5,
Ohio,OH,"Scioto County, Ohio",66.65541225,29.85009116,0.678641367,2.265514214,18.8,81.2,12.7,5,74.25,22667.03143,33.7,12.75,77904,29.2,21.45,29.95,93.85,2.65,0.95,0.4,0.4,1.85,38.6,6.5,6.2,0.09,53.3,0.346,0.339,0.355,0.12,286.3,79.1,0.151,0.107,207.98,7.26,88.4,9.3
Nebraska,NE,"Keya Paha County, Nebraska",89.10505837,7.587548638,0,3.307392996,9,91,14,2.9,67,22097.54381,26.5,26.6,843,0,21.2,35.95,96.65,0,2.75,0.05,0.05,0.5,53.9,,,,,0.242,0.136,0.271,0.103,,,0.211,0.044,0,,,
Iowa,IA,"Jackson County, Iowa",57.04625637,37.60290082,0.833006664,3.116424931,12.6,87.4,15,4.2,76.8,25470.27492,15.3,11.3,19870,67,10.6,14.25,97.4,0.15,0.95,0.15,0.15,1.2,42.9,2.4,2.2,0.07,27.4,0.216,0.105,0.307,0.094,197,,0.113,0.057,,,52.1,
Idaho,ID,"Blaine County, Idaho",31.14799963,59.83400168,1.641331717,3.954117318,8,92,43.2,13.7,72.85,28633.3781,14.7,7.15,21575,47,9.95,13.1,79.15,0.05,18.65,0.8,0.2,1.2,39.5,2.2,2.4,0.07,33.7,0.201,0.131,0.184,0.058,151,46.3,0.222,0.067,241.76,,72.2,
Washington,WA,"Grays Harbor County, Washington",49.62971275,42.55685218,1.90380012,4.982046679,15.6,84.4,14.5,4.9,71.9,25031.93556,27,8.45,71957,44.4,16,21.95,82.5,0.8,7.9,1.3,3.95,3.45,41.6,4.5,4.3,0.06,46,0.381,0.228,0.327,0.13,187.5,83.1,0.21,0.125,196.36,2.8,77.7,4.8
Idaho,ID,"Nez Perce County, Idaho",62.22157604,28.07792963,1.180575749,5.111951149,10.3,89.7,18.2,5.2,72.65,25289.90953,24.2,7,38978,45.3,13,18.3,88.8,0.25,2.7,0.95,4.65,2.6,40.6,4,3.5,0.06,32.3,0.308,0.198,0.322,0.114,409.7,52.3,0.167,0.059,139.88,,94.7,9.1
Texas,TX,"Freestone County, Texas",78.79863302,19.20347003,0.170872766,1.827024185,21.3,78.7,14,4.2,73.4,24858.57746,26.25,10.9,19376,46.5,15.7,24.2,69.2,17,12.4,0.2,0.3,0.95,41.1,,3.5,0.09,60.8,0.245,0.211,0.315,0.114,350.5,104.5,0.249,0.054,269,,85.3,
